cluster_id,class_label,cluster_size,motif_both_motifs,motif_histidine_only,motif_serine_only,motif_neither_motif
bg__A0A0N7L7I9,0,1,,,,
bg__A0A0N8YGA2,0,1,,,,
bg__A0A0N9HQ36,0,1,,,,
bg__A0A0P0X0C0,0,1,,,,
bg__A0A0R4IGV4,0,1,,,,
bg__A0A0R4IM31,0,1,,,,
bg__A0A0R6Y3I5,0,1,,,,
bg__A0A0S0FTT9,0,1,,,,
bg__A0A0S2DNG5,0,1,,,,
bg__A0A0S3QTC6,0,1,,,,
bg__A0A0U1LQE2,0,1,,,,
bg__A0A0U5CNN8,0,1,,,,
bg__A0A0U5GIU9,0,1,,,,
bg__A0A0U8TRG9,0,1,,,,
bg__A0A125YY17,0,2,,,,
bg__A0A125YZH9,0,1,,,,
bg__A0A126P745,0,1,,,,
bg__A0A140N890,0,2,,,,
bg__A0A142I729,0,1,,,,
bg__A0A150XSR0,0,1,,,,
bg__A0A160PB22,0,1,,,,
bg__A0A161CFW5,0,1,,,,
bg__A0A161CKG1,0,1,,,,
bg__A0A162J3X8,0,1,,,,
bg__A0A163UT06,0,1,,,,
bg__A0A166ACJ5,0,1,,,,
bg__A0A172M4N0,0,1,,,,
bg__A0A172U6X0,0,1,,,,
bg__A0A178VEK7,0,1,,,,
bg__A0A179H0I3,0,1,,,,
bg__A0A182BSR8,0,1,,,,
bg__A0A182BSR9,0,1,,,,
bg__A0A193KX02,0,1,,,,
bg__A0A1A9TAK5,0,1,,,,
bg__A0A1B2CTC6,0,1,,,,
bg__A0A1B5L6A5,0,1,,,,
bg__A0A1B7YCX1,0,1,,,,
bg__A0A1C3KYI2,0,5,,,,
bg__A0A1D3PCK2,0,1,,,,
bg__A0A1D5NY17,0,3,,,,
bg__A0A1D5PPP7,0,5,,,,
bg__A0A1D6F5N5,0,1,,,,
bg__A0A1D8PEH1,0,1,,,,
bg__A0A1D8PJ73,0,1,,,,
bg__A0A1D8PK71,0,1,,,,
bg__A0A1D8PLT8,0,1,,,,
bg__A0A1D8PSV5,0,1,,,,
bg__A0A1D8PT02,0,1,,,,
bg__A0A1D8PT03,0,1,,,,
bg__A0A1H0NKS3,0,1,,,,
bg__A0A1I9LMX5,0,1,,,,
bg__A0A1J0HSP5,0,1,,,,
bg__A0A1L3THR9,0,1,,,,
bg__A0A1L4BJ46,0,1,,,,
bg__A0A1L5YRA2,0,2,,,,
bg__A0A1L7NQ96,0,1,,,,
bg__A0A1L7VEP9,0,1,,,,
bg__A0A1L8ENT6,0,1,,,,
bg__A0A1L8F8I9,0,1,,,,
bg__A0A1L8FZ98,0,1,,,,
bg__A0A1L8H579,0,1,,,,
bg__A0A1L8HBI7,0,1,,,,
bg__A0A1L8HV70,0,6,,,,
bg__A0A1P8B554,0,1,,,,
bg__A0A1P8CWZ3,0,1,,,,
bg__A0A1R3RGK4,0,1,,,,
bg__A0A1S1YUU1,0,1,,,,
bg__A0A1S3EL69,0,1,,,,
bg__A0A1S4EWW7,0,1,,,,
bg__A0A1S4K3K8,0,1,,,,
bg__A0A1S7LCW6,0,1,,,,
bg__A0A1T4LJ54,0,1,,,,
bg__A0A1U8QIH0,0,1,,,,
bg__A0A1U8QXK4,0,1,,,,
bg__A0A1U9YI04,0,1,,,,
bg__A0A1U9YI21,0,1,,,,
bg__A0A1V0HUX5,0,1,,,,
bg__A0A1V0QSF1,0,1,,,,
bg__A0A1W2PQD8,0,1,,,,
bg__A0A1W2PR19,0,3,,,,
bg__A0A1W2PR82,0,1,,,,
bg__A0A1W7HCY1,0,1,,,,
bg__A0A1X9PY88,0,2,,,,
bg__A0A1Y0BRF7,0,1,,,,
bg__A0A1Y0BRG0,0,1,,,,
bg__A0A1Y2IY60,0,1,,,,
bg__A0A223GEC9,0,1,,,,
bg__A0A244CMP0,0,1,,,,
bg__A0A251PW43,0,1,,,,
bg__A0A286LEZ7,0,2,,,,
bg__A0A286YDK6,0,1,,,,
bg__A0A286YEU6,0,1,,,,
bg__A0A2C9EVE6,0,3,,,,
bg__A0A2G0QDP0,0,1,,,,
bg__A0A2H3CZZ2,0,1,,,,
bg__A0A2H3D8Y2,0,1,,,,
bg__A0A2H3D905,0,2,,,,
bg__A0A2H5AIZ6,0,2,,,,
bg__A0A2I1BSV7,0,1,,,,
bg__A0A2I1BSW8,0,3,,,,
bg__A0A2I1BSZ6,0,1,,,,
bg__A0A2I1BT01,0,1,,,,
bg__A0A2I1BT09,0,1,,,,
bg__A0A2I1C3V7,0,1,,,,
bg__A0A2I6PJ07,0,1,,,,
bg__A0A2J8C362,0,2,,,,
bg__A0A2K3DU55,0,1,,,,
bg__A0A2K5X3B6,0,2,,,,
bg__A0A2N6JFX7,0,1,,,,
bg__A0A2P1DP74,0,1,,,,
bg__A0A2P1GIW3,0,1,,,,
bg__A0A2R6PN00,0,1,,,,
bg__A0A2R8RY99,0,1,,,,
bg__A0A2R8YED5,0,1,,,,
bg__A0A2T4VDM4,0,1,,,,
bg__A0A2U7R6V5,0,1,,,,
bg__A0A2Z4LIS9,0,1,,,,
bg__A0A2Z5U507,0,1,,,,
bg__A0A2Z5Z9X0,0,1,,,,
bg__A0A345BJN5,0,1,,,,
bg__A0A345MJY6,0,1,,,,
bg__A0A348HAX8,0,1,,,,
bg__A0A381HAP5,0,1,,,,
bg__A0A384JLD1,0,1,,,,
bg__A0A384K474,0,1,,,,
bg__A0A385XI13,0,1,,,,
bg__A0A3B1EFQ0,0,1,,,,
bg__A0A3B3IS91,0,1,,,,
bg__A0A3B3IT45,0,1,,,,
bg__A0A3B6UEU3,0,1,,,,
bg__A0A3G2S8R6,0,1,,,,
bg__A0A3G9H8P0,0,1,,,,
bg__A0A3G9HAL8,0,1,,,,
bg__A0A3G9HRC8,0,1,,,,
bg__A0A3G9JYH7,0,2,,,,
bg__A0A3G9JYJ6,0,1,,,,
bg__A0A3P7XL18,0,1,,,,
bg__A0A3Q0KGQ7,0,1,,,,
bg__A0A3Q8GL18,0,1,,,,
bg__A0A3Q8GLE8,0,1,,,,
bg__A0A3T2V133,0,2,,,,
bg__A0A411PQM3,0,2,,,,
bg__A0A443HJZ3,0,1,,,,
bg__A0A455LJ99,0,1,,,,
bg__A0A478ECY3,0,2,,,,
bg__A0A481WNM5,0,1,,,,
bg__A0A482ARP7,0,1,,,,
bg__A0A482AU66,0,1,,,,
bg__A0A482NB13,0,1,,,,
bg__A0A494C1R9,0,5,,,,
bg__A0A4P8GEE8,0,1,,,,
bg__A0A4P8GG75,0,1,,,,
bg__A0A4P8PKE4,0,1,,,,
bg__A0A4P9I8G4,0,1,,,,
bg__A0A509ADH4,0,1,,,,
bg__A0A509APT1,0,1,,,,
bg__A0A5B8NIM2,0,1,,,,
bg__A0A5B8X7H4,0,3,,,,
bg__A0A5B8YUX5,0,1,,,,
bg__A0A5B8YVD7,0,1,,,,
bg__A0A5D0EMF2,0,1,,,,
bg__A0A5J6BJN2,0,1,,,,
bg__A0A5J6BJN5,0,1,,,,
bg__A0A5J6BJP2,0,1,,,,
bg__A0A5J6BJQ5,0,1,,,,
bg__A0A5J6BJT0,0,1,,,,
bg__A0A5N6UWA3,0,1,,,,
bg__A0A6A6H402,0,1,,,,
bg__A0A6C0M6J9,0,1,,,,
bg__A0A6F8RQ06,0,1,,,,
bg__A0A6P3R0Z0,0,3,,,,
bg__A0A6S6QNE4,0,1,,,,
bg__A0A7E5WUT2,0,1,,,,
bg__A0A7J6KBZ0,0,1,,,,
bg__A0A7P0TBJ1,0,1,,,,
bg__A0A7R7ZDZ6,0,1,,,,
bg__A0A7R7ZLL0,0,1,,,,
bg__A0A7W3N5X5,0,1,,,,
bg__A0A805Z5R7,0,2,,,,
bg__A0A848M4Z0,0,1,,,,
bg__A0A8D5M6H6,0,1,,,,
bg__A0A8F4N283,0,1,,,,
bg__A0A8F5SIS3,0,1,,,,
bg__A0A8F5XX49,0,1,,,,
bg__A0A8K1Y6E0,0,1,,,,
bg__A0A8M2B5N2,0,4,,,,
bg__A0A8M9PDM1,0,1,,,,
bg__A0A8X6EH27,0,1,,,,
bg__A0A8X8M505,0,1,,,,
bg__A0A9J9HGY6,0,1,,,,
bg__A0A9P5BNK0,0,1,,,,
bg__A0A9W3HR60,0,1,,,,
bg__A0A9Y1LQX3,0,1,,,,
bg__A0AAD6J5F2,0,1,,,,
bg__A0AAT9JA24,0,5,,,,
bg__A0AAW1NHX6,0,1,,,,
bg__A0AEZ3,0,2,,,,
bg__A0AF11,0,1,,,,
bg__A0AHS0,0,1,,,,
bg__A0AI95,0,2,,,,
bg__A0AK12,0,4,,,,
bg__A0B5C6,0,1,,,,
bg__A0B5R0,0,1,,,,
bg__A0B6C1,0,1,,,,
bg__A0B796,0,1,,,,
bg__A0B880,0,1,,,,
bg__A0B8L1,0,1,,,,
bg__A0B999,0,1,,,,
bg__A0B9X4,0,1,,,,
bg__A0CIS3,0,1,,,,
bg__A0CY51,0,1,,,,
bg__A0DSB3,0,2,,,,
bg__A0DTY1,0,3,,,,
bg__A0DUC3,0,1,,,,
bg__A0E358,0,1,,,,
bg__A0FKN6,0,1,,,,
bg__A0JLT2,0,2,,,,
bg__A0JPZ8,0,1,,,,
bg__A0JTZ0,0,1,,,,
bg__A0JUP3,0,2,,,,
bg__A0JUZ2,0,2,,,,
bg__A0JVC9,0,1,,,,
bg__A0JWX7,0,1,,,,
bg__A0JWY6,0,2,,,,
bg__A0JXB5,0,2,,,,
bg__A0JXT5,0,1,,,,
bg__A0JZ68,0,6,,,,
bg__A0K1I7,0,1,,,,
bg__A0KCF0,0,3,,,,
bg__A0KF11,0,1,,,,
bg__A0KIC9,0,1,,,,
bg__A0KJE0,0,1,,,,
bg__A0KJM0,0,5,,,,
bg__A0KK26,0,1,,,,
bg__A0KN01,0,1,,,,
bg__A0KNV5,0,1,,,,
bg__A0KP08,0,1,,,,
bg__A0KQI1,0,2,,,,
bg__A0KR69,0,3,,,,
bg__A0KSQ8,0,5,,,,
bg__A0KYQ6,0,1,,,,
bg__A0L1N7,0,5,,,,
bg__A0L3K8,0,1,,,,
bg__A0L3M5,0,1,,,,
bg__A0L3M6,0,1,,,,
bg__A0L4B0,0,1,,,,
bg__A0L4N8,0,1,,,,
bg__A0L4W0,0,1,,,,
bg__A0L4Z4,0,1,,,,
bg__A0L5M9,0,1,,,,
bg__A0L7P3,0,1,,,,
bg__A0L8Q7,0,1,,,,
bg__A0L8V0,0,1,,,,
bg__A0L9E2,0,1,,,,
bg__A0L9F4,0,1,,,,
bg__A0LCF3,0,1,,,,
bg__A0LDB5,0,1,,,,
bg__A0LDX4,0,1,,,,
bg__A0LE04,0,1,,,,
bg__A0LFP6,0,1,,,,
bg__A0LG38,0,1,,,,
bg__A0LG64,0,1,,,,
bg__A0LK96,0,1,,,,
bg__A0LLI5,0,1,,,,
bg__A0LLR2,0,1,,,,
bg__A0LLU7,0,1,,,,
bg__A0LLU8,0,1,,,,
bg__A0LMC1,0,1,,,,
bg__A0LMM5,0,1,,,,
bg__A0LP26,0,1,,,,
bg__A0LPG9,0,1,,,,
bg__A0LQR5,0,1,,,,
bg__A0LR22,0,1,,,,
bg__A0LR93,0,1,,,,
bg__A0LRC9,0,1,,,,
bg__A0LRM5,0,1,,,,
bg__A0LTK3,0,1,,,,
bg__A0LTZ0,0,2,,,,
bg__A0LUZ6,0,1,,,,
bg__A0LV66,0,1,,,,
bg__A0LV85,0,1,,,,
bg__A0LXJ4,0,2,,,,
bg__A0LXW0,0,1,,,,
bg__A0LY29,0,2,,,,
bg__A0LYC3,0,2,,,,
bg__A0M0C9,0,1,,,,
bg__A0M360,0,1,,,,
bg__A0M554,0,2,,,,
bg__A0MTA1,0,1,,,,
bg__A0NLY7,0,1,,,,
bg__A0PA81,0,1,,,,
bg__A0PJE2,0,1,,,,
bg__A0PJW6,0,1,,,,
bg__A0PJX4,0,3,,,,
bg__A0PK05,0,1,,,,
bg__A0PM51,0,1,,,,
bg__A0PPI8,0,6,,,,
bg__A0PT81,0,4,,,,
bg__A0PTG1,0,3,,,,
bg__A0PXL3,0,1,,,,
bg__A0PYB4,0,1,,,,
bg__A0PYP2,0,1,,,,
bg__A0PYW1,0,1,,,,
bg__A0PYX5,0,1,,,,
bg__A0Q055,0,1,,,,
bg__A0Q0A0,0,1,,,,
bg__A0Q109,0,1,,,,
bg__A0Q1F1,0,1,,,,
bg__A0Q2B1,0,1,,,,
bg__A0Q2N5,0,1,,,,
bg__A0Q5Y4,0,1,,,,
bg__A0Q638,0,1,,,,
bg__A0Q7B4,0,3,,,,
bg__A0Q7V5,0,1,,,,
bg__A0Q7W6,0,4,,,,
bg__A0QEV5,0,4,,,,
bg__A0QFB6,0,3,,,,
bg__A0QGK1,0,1,,,,
bg__A0QJ19,0,7,,,,
bg__A0QNI7,0,1,,,,
bg__A0QPF9,0,2,,,,
bg__A0QQ53,0,2,,,,
bg__A0QQF4,0,1,,,,
bg__A0QS56,0,1,,,,
bg__A0QSC0,0,1,,,,
bg__A0QSG1,0,1,,,,
bg__A0QSY0,0,1,,,,
bg__A0QT90,0,1,,,,
bg__A0QUZ4,0,1,,,,
bg__A0QV09,0,1,,,,
bg__A0QVY5,0,7,,,,
bg__A0QVZ5,0,1,,,,
bg__A0QWU8,0,1,,,,
bg__A0QX51,0,1,,,,
bg__A0QYC2,0,1,,,,
bg__A0QZ12,0,1,,,,
bg__A0R006,0,2,,,,
bg__A0R109,0,3,,,,
bg__A0R1X0,0,2,,,,
bg__A0R1Y1,0,1,,,,
bg__A0R2D4,0,2,,,,
bg__A0R2E6,0,1,,,,
bg__A0R2N3,0,1,,,,
bg__A0R2W4,0,2,,,,
bg__A0R2W9,0,2,,,,
bg__A0R3I3,0,2,,,,
bg__A0R3S7,0,2,,,,
bg__A0R580,0,5,,,,
bg__A0R5C5,0,1,,,,
bg__A0R5K4,0,1,,,,
bg__A0R610,0,2,,,,
bg__A0R6D0,0,1,,,,
bg__A0R756,0,1,,,,
bg__A0R8K8,0,2,,,,
bg__A0R8K9,0,2,,,,
bg__A0R8Y3,0,2,,,,
bg__A0R904,0,3,,,,
bg__A0R9W6,0,1,,,,
bg__A0RHR1,0,5,,,,
bg__A0RID0,0,6,,,,
bg__A0RMP5,0,1,,,,
bg__A0RNS3,0,1,,,,
bg__A0RNY9,0,1,,,,
bg__A0RPN6,0,1,,,,
bg__A0RQ72,0,1,,,,
bg__A0RUY7,0,1,,,,
bg__A0RV25,0,1,,,,
bg__A0RVQ7,0,1,,,,
bg__A0RXT6,0,1,,,,
bg__A0S0B0,0,1,,,,
bg__A0SIF1,0,2,,,,
bg__A0SVK0,0,1,,,,
bg__A0T0L1,0,1,,,,
bg__A0T0Z4,0,1,,,,
bg__A0ZWU1,0,1,,,,
bg__A0ZZM2,0,1,,,,
bg__A1A1N2,0,1,,,,
bg__A1A1X1,0,4,,,,
bg__A1A2G3,0,2,,,,
bg__A1A4J8,0,3,,,,
bg__A1A4L1,0,1,,,,
bg__A1A546,0,1,,,,
bg__A1A5V9,0,1,,,,
bg__A1A5X5,0,1,,,,
bg__A1A6K6,0,1,,,,
bg__A1ABS1,0,15,,,,
bg__A1ACV5,0,9,,,,
bg__A1ADJ6,0,1,,,,
bg__A1AGN7,0,2,,,,
bg__A1AIG4,0,3,,,,
bg__A1ALZ9,0,1,,,,
bg__A1APM0,0,1,,,,
bg__A1APN8,0,1,,,,
bg__A1APR8,0,1,,,,
bg__A1ASL7,0,1,,,,
bg__A1ATI7,0,3,,,,
bg__A1AU58,0,1,,,,
bg__A1AU59,0,1,,,,
bg__A1AUF4,0,1,,,,
bg__A1AUV7,0,1,,,,
bg__A1AV04,0,1,,,,
bg__A1AV74,0,1,,,,
bg__A1AV91,0,2,,,,
bg__A1AVG1,0,1,,,,
bg__A1AVQ5,0,1,,,,
bg__A1AW32,0,1,,,,
bg__A1AW70,0,1,,,,
bg__A1AW91,0,1,,,,
bg__A1AW96,0,1,,,,
bg__A1AWJ5,0,1,,,,
bg__A1AX35,0,1,,,,
bg__A1AY86,0,1,,,,
bg__A1AZ43,0,1,,,,
bg__A1AZF2,0,1,,,,
bg__A1B0E7,0,2,,,,
bg__A1B0G4,0,4,,,,
bg__A1B196,0,1,,,,
bg__A1B1H5,0,1,,,,
bg__A1B2F3,0,1,,,,
bg__A1B316,0,1,,,,
bg__A1B3Z0,0,2,,,,
bg__A1B475,0,1,,,,
bg__A1B477,0,6,,,,
bg__A1B5M0,0,2,,,,
bg__A1B5M1,0,1,,,,
bg__A1B5V3,0,2,,,,
bg__A1B8Z0,0,1,,,,
bg__A1B8Z2,0,1,,,,
bg__A1B8Z4,0,1,,,,
bg__A1B962,0,5,,,,
bg__A1B9K8,0,1,,,,
bg__A1BAL9,0,3,,,,
bg__A1BAN1,0,3,,,,
bg__A1BDY2,0,1,,,,
bg__A1BE07,0,1,,,,
bg__A1BED6,0,1,,,,
bg__A1BEF7,0,4,,,,
bg__A1BFE5,0,1,,,,
bg__A1BHM3,0,2,,,,
bg__A1BHP6,0,3,,,,
bg__A1BI80,0,1,,,,
bg__A1BQQ5,0,1,,,,
bg__A1CHQ0,0,2,,,,
bg__A1CIK4,0,7,,,,
bg__A1CRJ0,0,1,,,,
bg__A1DBJ7,0,2,,,,
bg__A1DCY5,0,1,,,,
bg__A1DEZ0,0,1,,,,
bg__A1E9U9,0,2,,,,
bg__A1JIJ0,0,30,,,,
bg__A1JIJ2,0,6,,,,
bg__A1JJA0,0,28,,,,
bg__A1JJN8,0,15,,,,
bg__A1JK62,0,12,,,,
bg__A1JKA9,0,1,,,,
bg__A1JL07,0,5,,,,
bg__A1JP11,0,1,,,,
bg__A1JQJ2,0,1,,,,
bg__A1JRJ9,0,4,,,,
bg__A1K2Y3,0,2,,,,
bg__A1K306,0,1,,,,
bg__A1K3C4,0,1,,,,
bg__A1K3G8,0,1,,,,
bg__A1K3T2,0,1,,,,
bg__A1K3U8,0,1,,,,
bg__A1K4R4,0,1,,,,
bg__A1K598,0,1,,,,
bg__A1K8P2,0,1,,,,
bg__A1K8Q1,0,2,,,,
bg__A1KA92,0,1,,,,
bg__A1KAA6,0,1,,,,
bg__A1KBB9,0,1,,,,
bg__A1KFV2,0,1,,,,
bg__A1KGF0,0,1,,,,
bg__A1KJ19,0,4,,,,
bg__A1KJ21,0,14,,,,
bg__A1KR52,0,2,,,,
bg__A1KRN3,0,2,,,,
bg__A1KSW0,0,1,,,,
bg__A1KTN1,0,2,,,,
bg__A1KTW0,0,2,,,,
bg__A1KVH8,0,2,,,,
bg__A1KVS6,0,5,,,,
bg__A1L237,0,1,,,,
bg__A1L2Q8,0,1,,,,
bg__A1L3X0,0,4,,,,
bg__A1R163,0,1,,,,
bg__A1R1M6,0,1,,,,
bg__A1R4F7,0,1,,,,
bg__A1R520,0,1,,,,
bg__A1R587,0,3,,,,
bg__A1R5S0,0,3,,,,
bg__A1R6I0,0,2,,,,
bg__A1RLI0,0,6,,,,
bg__A1RQK2,0,3,,,,
bg__A1RS58,0,1,,,,
bg__A1RSE3,0,3,,,,
bg__A1RSJ8,0,2,,,,
bg__A1RU26,0,1,,,,
bg__A1RU67,0,2,,,,
bg__A1RXJ4,0,1,,,,
bg__A1RXU2,0,1,,,,
bg__A1RY04,0,1,,,,
bg__A1S1K8,0,1,,,,
bg__A1S262,0,4,,,,
bg__A1S3J2,0,1,,,,
bg__A1S3L4,0,1,,,,
bg__A1S3W8,0,21,,,,
bg__A1S3Y1,0,6,,,,
bg__A1S6T3,0,1,,,,
bg__A1S7A2,0,1,,,,
bg__A1S8B8,0,1,,,,
bg__A1SBC7,0,9,,,,
bg__A1SG03,0,1,,,,
bg__A1SGA2,0,1,,,,
bg__A1SIB6,0,1,,,,
bg__A1SJ19,0,4,,,,
bg__A1SJB1,0,1,,,,
bg__A1SJI9,0,1,,,,
bg__A1SJZ1,0,1,,,,
bg__A1SLU7,0,1,,,,
bg__A1SND2,0,1,,,,
bg__A1SNF6,0,1,,,,
bg__A1SNG8,0,1,,,,
bg__A1SR12,0,1,,,,
bg__A1SRC7,0,1,,,,
bg__A1SS81,0,1,,,,
bg__A1SS88,0,1,,,,
bg__A1SS95,0,1,,,,
bg__A1SSG8,0,1,,,,
bg__A1SSG9,0,1,,,,
bg__A1SSM8,0,1,,,,
bg__A1SSR3,0,1,,,,
bg__A1ST38,0,7,,,,
bg__A1STE7,0,1,,,,
bg__A1STI3,0,2,,,,
bg__A1SUA7,0,1,,,,
bg__A1SUX5,0,1,,,,
bg__A1SVX2,0,1,,,,
bg__A1SW72,0,1,,,,
bg__A1SWS5,0,1,,,,
bg__A1SY91,0,1,,,,
bg__A1SYB5,0,1,,,,
bg__A1SYW1,0,28,,,,
bg__A1T4T2,0,2,,,,
bg__A1TAP4,0,6,,,,
bg__A1TB16,0,1,,,,
bg__A1TN71,0,12,,,,
bg__A1TWN6,0,1,,,,
bg__A1TWQ8,0,2,,,,
bg__A1TYI2,0,1,,,,
bg__A1TYR6,0,1,,,,
bg__A1TZ53,0,1,,,,
bg__A1TZF4,0,1,,,,
bg__A1U0V1,0,1,,,,
bg__A1U1Q5,0,1,,,,
bg__A1U1R0,0,1,,,,
bg__A1U2D4,0,1,,,,
bg__A1U4A9,0,1,,,,
bg__A1U4D6,0,1,,,,
bg__A1U749,0,1,,,,
bg__A1U776,0,1,,,,
bg__A1UED7,0,11,,,,
bg__A1UEV1,0,6,,,,
bg__A1UT26,0,1,,,,
bg__A1UTA5,0,19,,,,
bg__A1UTC2,0,2,,,,
bg__A1UTZ3,0,1,,,,
bg__A1UU20,0,1,,,,
bg__A1VBJ4,0,1,,,,
bg__A1VBV4,0,1,,,,
bg__A1VCX9,0,1,,,,
bg__A1VCZ9,0,1,,,,
bg__A1VDB2,0,1,,,,
bg__A1VDN2,0,1,,,,
bg__A1VGV6,0,2,,,,
bg__A1VK09,0,1,,,,
bg__A1VKP2,0,2,,,,
bg__A1VS34,0,2,,,,
bg__A1VST0,0,4,,,,
bg__A1VSZ8,0,14,,,,
bg__A1VXG4,0,1,,,,
bg__A1VXT4,0,1,,,,
bg__A1VY43,0,1,,,,
bg__A1VYG1,0,5,,,,
bg__A1VYL5,0,2,,,,
bg__A1VZF4,0,3,,,,
bg__A1W3F9,0,5,,,,
bg__A1W4G6,0,1,,,,
bg__A1W4I7,0,2,,,,
bg__A1W7L8,0,2,,,,
bg__A1WE26,0,2,,,,
bg__A1WHP5,0,1,,,,
bg__A1WJ68,0,1,,,,
bg__A1WMW1,0,1,,,,
bg__A1WUN4,0,1,,,,
bg__A1WUU4,0,1,,,,
bg__A1WUU5,0,1,,,,
bg__A1WWH7,0,1,,,,
bg__A1WWZ8,0,1,,,,
bg__A1WX34,0,1,,,,
bg__A1WXW9,0,1,,,,
bg__A1WY18,0,1,,,,
bg__A1WYU0,0,1,,,,
bg__A1WZ50,0,1,,,,
bg__A1YF08,0,6,,,,
bg__A1YIY0,0,2,,,,
bg__A1YQ92,0,4,,,,
bg__A1YQ93,0,1,,,,
bg__A1Z6E0,0,1,,,,
bg__A1Z9J4,0,1,,,,
bg__A1ZAW5,0,1,,,,
bg__A1ZB29,0,1,,,,
bg__A1ZBT5,0,1,,,,
bg__A2A1A1,0,1,,,,
bg__A2A7V7,0,2,,,,
bg__A2A825,0,2,,,,
bg__A2AA28,0,3,,,,
bg__A2ADF7,0,2,,,,
bg__A2AKM2,0,3,,,,
bg__A2AQ14,0,1,,,,
bg__A2AUQ7,0,1,,,,
bg__A2AWP0,0,1,,,,
bg__A2AXG5,0,1,,,,
bg__A2BIS8,0,1,,,,
bg__A2BIU4,0,2,,,,
bg__A2BIX4,0,1,,,,
bg__A2BJU2,0,1,,,,
bg__A2BLM0,0,1,,,,
bg__A2BPM9,0,1,,,,
bg__A2BPX7,0,5,,,,
bg__A2BVG1,0,1,,,,
bg__A2BWR1,0,1,,,,
bg__A2BWT5,0,1,,,,
bg__A2BX94,0,3,,,,
bg__A2BXX8,0,1,,,,
bg__A2BYT0,0,8,,,,
bg__A2BZ20,0,1,,,,
bg__A2BZ72,0,3,,,,
bg__A2C0K7,0,1,,,,
bg__A2C1M1,0,7,,,,
bg__A2C1W8,0,1,,,,
