Q5TD97	Q9WTX7
A1VS34	A1VS34
A1VS34	A1TLC4
P37679	P37679
A8ZSE7	A8ZSE7
Q21190	Q21190
Q3UUD2	Q3UUD2
Q3UUD2	O43610
F4IMQ0	F4IMQ0
D2Q4H5	D2Q4H5
D2Q4H5	A1SK14
C0QYU9	C0QYU9
Q19420	Q19420
Q54818	Q54818
Q54818	Q55214
Q749Y8	Q749Y8
Q749Y8	Q39XB6
Q749Y8	B9LZG4
Q749Y8	B3E441
P80873	P80873
Q81TU1	Q81TU1
P07582	P07582
C0HKR2	C0HKR2
Q9HLV9	Q9HLV9
Q96912	Q96912
E7FDB3	E7FDB3
Q84WK4	Q84WK4
P09007	P09007
P24936	P24936
O31857	O31857
Q8VY90	Q8VY90
Q58656	Q58656
Q2QR54	Q2QR54
Q84MC1	Q84MC1
Q84MC1	Q8GY54
Q9SE42	Q9SE42
Q98RC0	Q98RC0
Q5AX00	Q5AX00
Q1CG96	Q1CG96
P86210	P86210
Q93VH6	Q93VH6
P29878	P29878
P29878	P14573
Q9FNQ5	Q9FNQ5
P29369	P29369
Q0SGZ1	Q0SGZ1
Q0SGZ1	Q6NFU5
Q0SGZ1	Q4JWV3
Q0SGZ1	Q73XM9
Q5W5W9	Q5W5W9
O47870	O47870
P80305	P80305
P39615	P39615
P80894	P80894
B3R075	B3R075
Q742K7	Q742K7
Q742K7	A3Q628
Q66I61	Q66I61
Q66I61	Q8VDP2
Q66I61	Q9H5V9
Q66I61	Q3T197
P10255	P10255
Q75GY0	Q75GY0
B3QPB3	B3QPB3
B3QPB3	A1BHS4
B3PI90	B3PI90
Q9USS0	Q9USS0
B8GYT0	B8GYT0
Q8BXA6	Q8BXA6
P16679	P16679
A2R6G8	A2R6G8
Q87C06	Q87C06
Q87C06	Q4USF7
Q9FUS9	Q9FUS9
Q9FUS9	Q9FUS8
Q83E35	Q83E35
P9WGM7	P9WGM7
Q8L8W5	Q8L8W5
Q9H7E9	Q9H7E9
Q9FKW3	Q9FKW3
Q93W22	Q93W22
Q93W22	Q93VT9
Q93W22	Q08770
P04768	P04768
Q6K461	Q6K461
Q6K461	Q9ZVN4
P53224	P53224
P53224	Q06144
A8QZJ5	A8QZJ5
B0K8K4	B0K8K4
Q92I65	Q92I65
P06773	P06773
Q2P692	Q2P692
Q2P692	Q8PIC3
Q2P692	Q8P709
Q2P692	B2FRW1
Q2P692	Q87DP7
Q2P692	Q3BQW1
Q17F11	Q17F11
B8ZHC9	B8ZHC9
B8ZHC9	Q8BVN7
C0Z7W5	C0Z7W5
P42245	P42245
Q9LU39	Q9LU39
Q96H78	Q96H78
Q96H78	Q8BGF9
Q2JQS1	Q2JQS1
Q6QA33	Q6QA33
Q90888	Q90888
Q90888	Q90370
A1AVG1	A1AVG1
Q97E93	Q97E93
Q8NH51	Q8NH51
Q8NH51	Q8NH50
Q54TE7	Q54TE7
Q9KK62	Q9KK62
Q3JND0	Q3JND0
Q9NYW3	Q9NYW3
B1AS42	B1AS42
B1AS42	Q6IPT4
Q8NH02	Q8NH02
Q11DS0	Q11DS0
Q11DS0	Q1MAE9
Q11DS0	B5ZU74
Q11DS0	Q92L99
Q2KVG4	Q2KVG4
Q2KVG4	Q7W4B6
F4I241	F4I241
Q8R537	Q8R537
Q8R537	P97865
Q8K9H9	Q8K9H9
B2SR15	B2SR15
B2SR15	B2I6R7
B2SR15	B0RW82
Q8PC63	Q8PC63
Q72IA9	Q72IA9
Q72IA9	Q5SHZ3
Q8NGJ1	Q8NGJ1
A4F7X3	A4F7X3
F1LU71	F1LU71
F1LU71	Q9JLZ3
Q2IUR8	Q2IUR8
Q2IUR8	B6JB74
Q2IUR8	B3QCV7
C1FMZ1	C1FMZ1
C1FMZ1	C3KVF0
B0TGC2	B0TGC2
Q93V93	Q93V93
O74467	O74467
B5DE31	B5DE31
Q8VGD6	Q8VGD6
Q8VGD6	Q96R30
Q8VGD6	Q8NHB1
A9KEA1	A9KEA1
A9KEA1	A9NBY3
Q9CAN1	Q9CAN1
Q9UWR6	Q9UWR6
Q91664	Q91664
P25586	P25586
Q92F68	Q92F68
Q92F68	Q83YI7
Q92F68	Q48793
Q92F68	Q8EU34
Q92F68	Q9KGJ5
Q92F68	O33924
Q92F68	Q81J97
Q92F68	P14193
A4T340	A4T340
A4T340	A5TZP0
Q96P16	Q96P16
Q96P16	Q5ZM30
Q820W3	Q820W3
Q820W3	B6J017
Q8Y9L8	Q8Y9L8
P0C604	P0C604
P0C604	Q8NH83
Q3A503	Q3A503
O14241	O14241
Q8TF65	Q8TF65
Q8TF65	Q9Z2H7
V6F235	V6F235
Q9LSI7	Q9LSI7
G5EGK8	G5EGK8
G5EGK8	P11493
G5EGK8	P67775
G5EGK8	Q0DBD3
G5EGK8	Q10BT5
G5EGK8	Q9XZE5
G5EGK8	P63330
G5EGK8	P23635
G5EGK8	Q0E2S4
G5EGK8	P48463
G5EGK8	O04951
G5EGK8	P62714
G5EGK8	P23696
G5EGK8	Q07098
G5EGK8	Q07099
G5EGK8	Q0P594
G5EGK8	P11611
G5EGK8	O04860
G5EGK8	P48578
G5EGK8	Q07100
O05797	O05797
Q9GZM6	Q9GZM6
Q9GZM6	Q8WZ84
P38885	P38885
Q5R328	Q5R328
Q9HXE4	Q9HXE4
K7WQ45	K7WQ45
K7WQ45	C1K5M2
K7WQ45	B8XA40
A0A381HAP5	A0A381HAP5
Q9BXE9	Q9BXE9
O53423	O53423
Q493B6	Q493B6
Q493B6	Q8D2H6
A0AAD6J5F2	A0AAD6J5F2
Q8VEZ0	Q8VEZ0
Q8VEZ0	Q8VG42
Q8VEZ0	Q8VGI5
Q8VEZ0	Q8WZ94
Q8VEZ0	Q8VGI6
Q8VEZ0	Q8VG44
Q8VEZ0	Q8VG06
Q8VEZ0	Q8VGI4
Q8VEZ0	Q8VG43
Q8VEZ0	Q8VFC9
Q12746	Q12746
Q9Y5P1	Q9Y5P1
Q10G40	Q10G40
Q0V9K2	Q0V9K2
Q0V9K2	Q2TAP9
Q8VFX2	Q8VFX2
Q8VFX2	A6NL26
Q4FL33	Q4FL33
Q6M0K7	Q6M0K7
Q6M0K7	Q57834
B3EIU4	B3EIU4
Q7NQ65	Q7NQ65
Q15UF1	Q15UF1
P86928	P86928
P86928	Q80ZA0
P86928	O88310
P86928	Q8WWA0
O14626	O14626
O14626	Q8BG55
O14626	Q3ZBK9
P9WPX5	P9WPX5
P9WPX5	Q9X7E6
Q96DB5	Q96DB5
Q96DB5	Q9DCV4
Q96DB5	Q4G069
P0C8N5	P0C8N5
Q6P3L6	Q6P3L6
Q0UXN8	Q0UXN8
Q9NWW5	Q9NWW5
Q8NGE8	Q8NGE8
Q8NGE8	Q8NGI4
Q8NGE8	Q8NGI6
P0A4E2	P0A4E2
P16833	P16833
Q9RPX0	Q9RPX0
A7HNE8	A7HNE8
D0ZSY7	D0ZSY7
D0ZSY7	P0AFX9
A0A0N9HQ36	A0A0N9HQ36
Q98I52	Q98I52
P08026	P08026
P08026	Q9FBI2
Q8ZQ16	Q8ZQ16
Q8ZQ16	Q8X8J3
Q9YHZ5	Q9YHZ5
Q19203	Q19203
Q9CR42	Q9CR42
Q9CR42	Q3ZBX7
Q9CR42	Q8R560
Q9CR42	Q9TU71
Q9M9W3	Q9M9W3
Q9M9W3	P48482
Q9M9W3	P48485
Q9M9W3	P30366
Q9M9W3	P32598
Q9M9W3	Q05547
Q9M9W3	P12982
Q5UXH1	Q5UXH1
Q2LVE4	Q2LVE4
Q02604	Q02604
Q7SXB5	Q7SXB5
P60393	P60393
Q9Z204	Q9Z204
Q9Z204	P19600
Q9Z204	O60812
Q9Z204	B2RXH8
Q9Z204	G3V9R8
Q9Z204	P07910
Q89822	Q89822
Q93246	Q93246
Q2QDE9	Q2QDE9
Q2QDE9	P49184
Q2QDE9	Q2QDF1
B8D8U8	B8D8U8
B8D8U8	Q8K9Z4
P39325	P39325
Q8LEE7	Q8LEE7
Q8LEE7	Q40578
Q15612	Q15612
P15703	P15703
P23882	P23882
P23882	Q8ZLM6
A6NNS2	A6NNS2
A6NNS2	Q1RMJ5
A6NNS2	Q8CHS7
A6NNS2	D3ZGP9
P17260	P17260
B4F6K2	B4F6K2
B4F6K2	Q28333
B4F6K2	Q3B7M2
B4F6K2	Q4R6C1
B4F6K2	Q16775
B4F6K2	Q6P963
B4F6K2	Q5ZI23
B4F6K2	O35952
B4F6K2	Q99KB8
Q92820	Q92820
Q92820	A7YWG4
Q5F8F5	Q5F8F5
Q5F8F5	A1KTZ4
Q5F8F5	Q9JUF0
C4M4T9	C4M4T9
Q4L709	Q4L709
Q4L709	Q6G8Q5
Q4L709	Q2YTB9
Q4L709	B9DNE1
Q4L709	A8Z2J1
Q4L709	P64340
P11695	P11695
Q6ES52	Q6ES52
Q4A898	Q4A898
Q4A898	Q4AA71
P0A4T6	P0A4T6
B8ZPG7	B8ZPG7
B8ZPG7	Q8DUE5
B8ZPG7	A4VU96
B8ZPG7	B2IPH2
B8ZPG7	B9DS79
Q7MT83	Q7MT83
A5N4S5	A5N4S5
A5N4S5	A4IJL4
A5N4S5	A7GJ45
A5N4S5	B2TIK4
A5N4S5	A4J139
A5N4S5	C0ZIK7
Q81TU9	Q81TU9
A5IU64	A5IU64
A5IU64	Q49YU2
A5IU64	B9DMT6
A5IU64	Q6GFF9
Q11098	Q11098
Q7ZW16	Q7ZW16
Q7ZW16	Q8BH75
Q7ZW16	Q9H4P4
Q4V3E0	Q4V3E0
Q9MAA2	Q9MAA2
Q62GA9	Q62GA9
A4R1J6	A4R1J6
A4R1J6	B2B5Q3
A4R1J6	E3QBC5
B3EI94	B3EI94
Q7JXF7	Q7JXF7
Q475R5	Q475R5
Q7MNK7	Q7MNK7
Q7ZV68	Q7ZV68
Q22663	Q22663
Q7ZT46	Q7ZT46
O13619	O13619
A6H7B0	A6H7B0
Q97E97	Q97E97
Q8H1D2	Q8H1D2
P25560	P25560
A0A024RBG1	A0A024RBG1
A0A024RBG1	Q9NZJ9
P43145	P43145
Q9CAH0	Q9CAH0
Q8UW74	Q8UW74
Q9I2E9	Q9I2E9
A4SG33	A4SG33
Q89YZ2	Q89YZ2
Q38V72	Q38V72
P9WGH7	P9WGH7
A1R1M6	A1R1M6
Q8LDV3	Q8LDV3
P05740	P05740
Q93MD2	Q93MD2
Q8IUR0	Q8IUR0
Q9ZV51	Q9ZV51
Q87DU8	Q87DU8
P61225	P61225
P37298	P37298
P07479	P07479
Q9M0B9	Q9M0B9
Q9UU91	Q9UU91
P0AB06	P0AB06
Q0IDJ2	Q0IDJ2
Q0UHC0	Q0UHC0
X1WGV5	X1WGV5
Q9NQ92	Q9NQ92
Q8VYI9	Q8VYI9
Q89ZC3	Q89ZC3
P41955	P41955
A0R5K4	A0R5K4
O70326	O70326
A0L4W0	A0L4W0
P24687	P24687
P75925	P75925
Q0J7V9	Q0J7V9
Q61658	Q61658
B9MPK0	B9MPK0
Q9D5B7	Q9D5B7
G5EEM1	G5EEM1
Q9F722	Q9F722
O75223	O75223
Q03096	Q03096
B8GEG7	B8GEG7
Q27022	Q27022
Q2YQZ3	Q2YQZ3
Q8DRP8	Q8DRP8
A5N6S3	A5N6S3
Q9BIW5	Q9BIW5
O31851	O31851
Q8K4C5	Q8K4C5
Q2QQ32	Q2QQ32
A7MH33	A7MH33
A7MH33	A1JLF1
A7MH33	B5XNU9
A7MH33	B1JGL0
A7MH33	Q668Z7
A6TFN2	A6TFN2
A6TFN2	B5XTG2
A6TFN2	A1JHW9
A6TFN2	A7FCT1
A6TFN2	P0C093
A6TFN2	A8ARM8
C5DHW0	C5DHW0
Q8K2Q0	Q8K2Q0
Q75K24	Q75K24
Q97FZ9	Q97FZ9
Q9C666	Q9C666
P21291	P21291
P21291	Q16527
P21291	P47875
P21291	P97314
P21291	Q62908
Q921E2	Q921E2
Q5EGY4	Q5EGY4
Q5EGY4	Q7ZUN8
O34899	O34899
Q51948	Q51948
P68593	P68593
P61026	P61026
P61026	P22127
Q2YPD2	Q2YPD2
P39694	P39694
Q6D4W0	Q6D4W0
Q15040	Q15040
Q216N4	Q216N4
P26441	P26441
A0RMP5	A0RMP5
Q8K9G7	Q8K9G7
P69161	P69161
Q5R5S7	Q5R5S7
B8DDL2	B8DDL2
Q9ZQR8	Q9ZQR8
Q0BMC8	Q0BMC8
Q0BMC8	Q5NFU6
P25223	P25223
P25223	Q0GBY2
Q7UGM3	Q7UGM3
P9WGM3	P9WGM3
A1K598	A1K598
Q99766	Q99766
Q99766	Q9CRA7
Q59295	Q59295
B2JCN7	B2JCN7
B2JCN7	B1YN54
B2JCN7	B1JYQ1
Q7SIC0	Q7SIC0
Q96CE8	Q96CE8
Q54BN0	Q54BN0
Q8RC29	Q8RC29
Q8RC29	B0KBM4
A4SUY5	A4SUY5
A4SUY5	B1Y7N0
A4SUY5	P44373
Q75DE4	Q75DE4
Q55E68	Q55E68
Q9FLB1	Q9FLB1
P28891	P28891
Q1MK43	Q1MK43
A8LJU6	A8LJU6
Q2FK58	Q2FK58
Q2FK58	A7WXK6
Q5JJI4	Q5JJI4
Q5JJI4	A2WYG9
Q43386	Q43386
Q9USJ6	Q9USJ6
P34901	P34901
P18868	P18868
P25451	P25451
O94655	O94655
P22124	P22124
P22124	P11234
Q60590	Q60590
Q60590	Q63805
Q60590	P02764
P60497	P60497
Q3J6Q3	Q3J6Q3
P26186	P26186
Q5MZ57	Q5MZ57
Q5MZ57	Q46LZ9
Q5MZ57	Q31CC9
Q5MZ57	A5GRL5
Q5MZ57	Q3ALH7
O15499	O15499
Q5SSG5	Q5SSG5
Q54K74	Q54K74
Q85WX8	Q85WX8
Q85WX8	P41638
Q85WX8	O20278
Q85WX8	Q68S04
Q85WX8	O20230
Q85WX8	O19986
Q85WX8	O20215
Q85WX8	O20213
Q85WX8	O20291
Q85WX8	A4QLA8
Q85WX8	P13788
Q85WX8	P0C488
Q85WX8	A4QL21
Q85WX8	A4GYR2
Q85WX8	A1E9S6
Q85WX8	Q09X15
Q85WX8	A1EA10
Q85WX8	Q0G9W0
Q85WX8	A1E9J3
Q85WX8	A4QLJ6
A3QBM4	A3QBM4
A3QBM4	A8FS65
A3QBM4	Q0HSD6
Q73K74	Q73K74
Q60948	Q60948
Q60948	Q14582
P05748	P05748
P05748	P54780
Q5BJ83	Q5BJ83
P32557	P32557
P10771	P10771
Q91875	Q91875
P26583	P26583
P26583	P26584
P26583	O54879
P26583	Q32L31
A6L046	A6L046
A6L046	A6LHT2
A6L046	Q5LIL2
Q3ZJ39	Q3ZJ39
Q6AYM4	Q6AYM4
Q55FU9	Q55FU9
Q9HYR9	Q9HYR9
Q0DX67	Q0DX67
O73763	O73763
A1SNG8	A1SNG8
Q67P59	Q67P59
Q06104	Q06104
A0A2I1BSZ6	A0A2I1BSZ6
Q1LRP7	Q1LRP7
Q12375	Q12375
Q7VFP9	Q7VFP9
Q833Y3	Q833Y3
Q83IR6	Q83IR6
Q83IR6	Q8ZKL1
Q83IR6	Q8Z1V3
Q83IR6	Q8FB47
Q83IR6	P32684
Q83IR6	Q8X4L9
P68905	P68905
P68905	P0A4S1
P68905	P0CZ59
P47178	P47178
Q5HS71	Q5HS71
Q9RQP7	Q9RQP7
Q0A6K4	Q0A6K4
A1SLU7	A1SLU7
Q9H1R2	Q9H1R2
Q6LZC7	Q6LZC7
Q9FEG2	Q9FEG2
Q9FEG2	Q402F4
O94319	O94319
A0A0D1DWQ2	A0A0D1DWQ2
Q9M2X3	Q9M2X3
Q9C8L4	Q9C8L4
O42772	O42772
O42772	P21801
O42772	Q6FWS8
O42772	P21911
O42772	Q9YHT2
O42772	Q9CQA3
O42772	Q3B8J8
O42772	A5PL98
O42772	Q007T0
O42772	B0BM36
O42772	Q3T189
O42772	P21912
O42772	P21913
O42772	Q75CI4
Q1QE99	Q1QE99
Q1QE99	A5WCB3
O34530	O34530
O34530	A7Z4J8
Q97QJ3	Q97QJ3
P13726	P13726
Q24ZJ1	Q24ZJ1
Q6LP62	Q6LP62
Q6LP62	A7N5Q6
B8I0Q8	B8I0Q8
Q7V9Z9	Q7V9Z9
Q7V9Z9	Q7U4D9
O45102	O45102
P37306	P37306
Q9M0J3	Q9M0J3
Q2RI72	Q2RI72
Q8IZ81	Q8IZ81
Q9M2W2	Q9M2W2
G3YG17	G3YG17
O34661	O34661
Q60932	Q60932
Q60932	P81004
Q60932	P45879
Q60932	Q9MZ16
Q60932	Q9Z2L0
Q60932	P21796
Q60932	P81155
Q60932	Q60930
Q60932	P68002
Q60932	P82013
Q60932	P86223
Q60932	P45880
Q60932	Q9MZ15
Q60932	P68003
Q02VE3	Q02VE3
I6Y204	I6Y204
Q5N8G1	Q5N8G1
Q8KBH8	Q8KBH8
Q6GKB5	Q6GKB5
Q6GKB5	Q49ZN6
P26321	P26321
P38765	P38765
Q6F9N8	Q6F9N8
Q03PY6	Q03PY6
Q08325	Q08325
Q4WAY4	Q4WAY4
B0K2C2	B0K2C2
Q8BX35	Q8BX35
Q8BX35	Q9HAV5
A0A8X6EH27	A0A8X6EH27
B7J2L5	B7J2L5
B7J2L5	B5RMK6
B7J2L5	Q660L0
B7J2L5	B5RQ02
P32805	P32805
Q6DBQ1	Q6DBQ1
B4F1G5	B4F1G5
B4F1G5	B2K7N4
B4F1G5	A7MJZ6
B4F1G5	Q0HTK5
B4F1G5	A8AJS4
B4F1G5	Q7MIX2
B4F1G5	B2VBD1
B4F1G5	Q0HH99
B4F1G5	A0KJD4
B4F1G5	Q12L99
B4F1G5	Q87RB8
B4F1G5	A9KWH5
B4F1G5	C5B8V3
B4F1G5	P24186
B4F1G5	B7NL23
B4F1G5	A4SNM0
B4F1G5	B7L7F6
B4F1G5	B5QUV5
B4F1G5	P51696
B4F1G5	B5BCZ5
B4F1G5	A6T5R4
B4F1G5	A4W7J0
B4F1G5	Q6D2E6
B4F1G5	A8FTH7
B4F1G5	Q324Y6
B4F1G5	Q6LNV7
B7KG76	B7KG76
B7KG76	P08925
B7KG76	P0A3S1
B7KG76	P26250
B7KG76	B8HWE3
B7KG76	P33178
B7KG76	P26254
B7KG76	Q13C78
B7KG76	P06117
B7KG76	P17303
B7KG76	A3PLS9
B7KG76	P0CY95
B7KG76	P00462
B7KG76	P26251
B7KG76	Q98AP7
B7KG76	P22921
B7KG76	P26252
B7KG76	A0L6X0
B7KG76	P15335
B7KG76	A4VJ70
B7KG76	P00458
B7KG76	P00459
B7KG76	P26248
B7KG76	P06118
B7KUL9	B7KUL9
B7KUL9	B1ZIP6
Q9H825	Q9H825
Q9H825	A2AUU0
P40167	P40167
P25310	P25310
Q9FHM7	Q9FHM7
P51719	P51719
A1APR8	A1APR8
A5D2Q5	A5D2Q5
O60141	O60141
Q12219	Q12219
Q9A1H9	Q9A1H9
Q9A1H9	P0DF42
Q9A1H9	Q8DVW1
Q99219	Q99219
Q99219	Q12173
B7VPF1	B7VPF1
Q9PN99	Q9PN99
P24327	P24327
Q5SJ85	Q5SJ85
Q5SJ85	Q72JK8
Q4X066	Q4X066
Q4X066	Q5B8T4
Q654B3	Q654B3
P52847	P52847
P52847	Q3T0Y3
P52847	Q95JD5
P52847	O43704
P52847	Q9QWG7
P52682	P52682
P52682	P52663
Q7N6K3	Q7N6K3
Q9FJV7	Q9FJV7
A8QGZ7	A8QGZ7
O50580	O50580
A0KR69	A0KR69
A0KR69	A9KUB0
A0KR69	Q0HP98
Q3T160	Q3T160
Q3T160	P06748
Q3T160	P13084
Q3T160	Q61937
A0LR93	A0LR93
Q1MLB6	Q1MLB6
Q1MLB6	Q8UHU0
Q1MLB6	Q93E15
Q2RXH9	Q2RXH9
B2SDS9	B2SDS9
B0UU81	B0UU81
B0UU81	B3H159
Q1WV73	Q1WV73
B8I363	B8I363
B8I363	B0TZ17
B8I363	Q5NHE6
B8I363	A7GH18
Q0AI27	Q0AI27
Q6AAD7	Q6AAD7
P21272	P21272
P21272	P28033
P32573	P32573
B3H2F9	B3H2F9
Q9JPU9	Q9JPU9
Q9JPU9	Q9JXW7
O31606	O31606
P32602	P32602
Q3JRV4	Q3JRV4
Q5XG99	Q5XG99
Q67ET3	Q67ET3
Q67ET3	Q7M721
B1HS82	B1HS82
B1HS82	C5D363
P15461	P15461
P37965	P37965
Q9CF61	Q9CF61
A0AHS0	A0AHS0
Q9S789	Q9S789
Q2RWY4	Q2RWY4
Q01RY8	Q01RY8
A6Q3B2	A6Q3B2
P14300	P14300
Q18GB5	Q18GB5
P52844	P52844
O33434	O33434
Q9VAI1	Q9VAI1
Q2KID0	Q2KID0
Q2KID0	Q8VBV3
Q2KID0	Q13868
P70190	P70190
P70190	Q9WUV6
P70190	Q96KX2
P70190	Q4R7M8
O74918	O74918
Q5YS09	Q5YS09
P01895	P01895
P01895	P01896
Q8R164	Q8R164
Q8R164	Q86WA6
O29513	O29513
P32675	P32675
Q60099	Q60099
P48932	P48932
Q3B3P4	Q3B3P4
Q9SL43	Q9SL43
O46203	O46203
Q99325	Q99325
P71079	P71079
P17482	P17482
P17482	P20615
P17482	Q9PWM2
B6YS18	B6YS18
P33736	P33736
P15714	P15714
Q3ITB6	Q3ITB6
Q3ITB6	B0R870
B4SH93	B4SH93
P33234	P33234
Q8DCG0	Q8DCG0
Q0BMQ8	Q0BMQ8
A8IQL3	A8IQL3
A8IQL3	A7IKI9
Q9FN11	Q9FN11
Q9FN11	Q9SN23
Q9P2Z0	Q9P2Z0
B2GC51	B2GC51
Q944M5	Q944M5
Q9VTZ6	Q9VTZ6
Q59LC9	Q59LC9
Q7WLL3	Q7WLL3
K7NTD0	K7NTD0
P26918	P26918
Q0C1B9	Q0C1B9
Q9LRJ9	Q9LRJ9
Q30ZK7	Q30ZK7
Q30ZK7	B8DJT5
Q9W0G6	Q9W0G6
A1JKA9	A1JKA9
P75736	P75736
Q9W0I5	Q9W0I5
Q9LZJ6	Q9LZJ6
A0R2D4	A0R2D4
